firstSim,secondSim,id1,id2
0.09259259,0.3716475,L,L
0.08411215,0.27298445,L,L
0.09920635,0.007974481,L,L
0.052083332,0.3856041,L,L
0.23469388,0.3137255,L,L
0.052083332,0.168693,L,L
0.08196721,0.18035191,L,L
0.13,0.46219513,L,L
0.06790123,0.3693108,L,L
0.077419356,0.38764784,L,L
0.040229887,0.31285715,L,L
0.06944445,0.41677096,L,L
0.083333336,0.46200982,L,Multiple
0.096045196,0.13517666,L,L
0.07333333,0.3463687,L,L
0.083333336,0.46585366,L,L
0.08928572,0.59183675,L,L
0.054945055,0.12519084,L,L
0.1,0.7130584,H,H
0.11904762,0.2778761,H,H
0.10638298,0.14260563,H,H
0.21276596,0.19826087,H,Multiple
0.11904762,0.2778761,H,H
0.11904762,0.2778761,H,Multiple
0.10638298,0.13035715,H,H
0.21276596,0.19965278,H,Multiple
0.21276596,0.20106761,H,Multiple
0.27906978,0.5672334,H,Multiple
0.27906978,0.6230032,H,H
0.24719101,0.17770036,H,H
0.16666667,0.16666667,H,Multiple
0.10638298,0.0629771,H,H
0.21276596,0.18262412,H,Multiple
0.21276596,0.16936937,H,Multiple
0.21276596,0.1877193,H,Multiple
0.23076923,0.21146953,H,H
0.094339624,0.22943038,H,H
0.0955414,0.19826087,H,Multiple
0.33333334,0.7380952,H,H
0.21276596,0.20790379,H,H
0.82978725,0.91238093,H,H
0.21538462,0.61736333,H,H
0.078125,0.27422303,H,H
0.2857143,0.14705883,H,H
0.18518518,0.19210054,H,Multiple
0.078125,0.27422303,H,H
0.078125,0.27422303,H,Multiple
0.2857143,0.14071295,H,H
0.18518518,0.19354838,H,Multiple
0.18518518,0.199262,H,Multiple
0.2,0.65108514,H,Multiple
0.2,0.6571906,H,H
0.061728396,0.17721519,H,H
0.09259259,0.16360295,H,Multiple
0.2857143,0.06827309,H,H
0.18518518,0.17798164,H,Multiple
0.18518518,0.1641791,H,Multiple
0.18518518,0.18330309,H,Multiple
0.14705883,0.21682243,H,H
0.22222222,0.22276422,H,H
0.04255319,0.19210054,H,Multiple
0.1923077,0.63175124,H,H
0.18518518,0.20212767,H,H
0.08928572,0.6509275,H,H
0.2857143,0.51155627,H,H
0.17142858,0.17152104,Multiple,Multiple
0.21212122,0.09090909,Multiple,A
0.08791209,0.17272727,Multiple,Multiple
0.23529412,0.21364452,Multiple,A
0.06451613,0.1607717,Multiple,A
0.24242425,0.18858561,Multiple,A
0.06451613,0.15915915,Multiple,A
0.11764706,0.4587156,Multiple,A
0.06451613,0.15686275,Multiple,A
0.056603774,0.20819113,Multiple,Multiple
0.14084508,0.10454545,Multiple,Multiple
0.048672568,0.2,Multiple,A
0.118644066,0.19748653,Multiple,A
0.13207547,0.184375,Multiple,A
0.088709675,0.19821826,Multiple,A
0.07253886,0.12903225,Multiple,A
0.14754099,0.14193548,Multiple,Multiple
0.087248325,0.22745098,Multiple,Multiple
0.23255815,0.1696751,Multiple,A
0.18604651,0.04347826,Multiple,A
0.118644066,0.21189591,Multiple,Multiple
0.2,0.19435737,Multiple,A
0.062937066,0.17785844,Multiple,A
0.13114753,0.16795367,Multiple,A
0.13207547,0.2,Multiple,A
0.15,0.19543147,Multiple,Multiple
0.054054055,0.19672132,Multiple,A
0.10909091,0.17592593,Multiple,A
0.22222222,0.10638298,Multiple,A
0.13207547,0.18205805,Multiple,A
0.15,0.169279,Multiple,Multiple
0.118644066,0.20703125,Multiple,A
0.13207547,0.18632075,Multiple,Multiple
0.16216215,0.1814346,Multiple,A
0.16216215,0.18693693,Multiple,A
0.2,0.10181818,Multiple,A
0.15789473,0.15430267,Multiple,A
0.13207547,0.14079422,Multiple,A
0.13207547,0.18836565,Multiple,Multiple
0.07333333,0.13157895,Multiple,Multiple
0.13636364,0.1767442,Multiple,A
0.21621622,0.05531915,Multiple,A
0.15789473,0.15816326,Multiple,A
0.0990099,0.16916488,Multiple,A
0.15,0.1682243,Multiple,Multiple
0.06451613,0.115384616,Multiple,A
0.15,0.16558442,Multiple,Multiple
0.040816326,0.17669173,Multiple,Multiple
0.13207547,0.21715818,Multiple,A
0.15873016,0.13071896,Multiple,A
0.19512194,0.17898832,Multiple,A
0.13207547,0.1829653,Multiple,A
0.14583333,0.13492064,Multiple,A
0.067073174,0.17428571,Multiple,A
0.118644066,0.21780303,Multiple,Multiple
0.08955224,0.15151516,Multiple,Multiple
0.118644066,0.19144145,Multiple,Multiple
0.13114753,0.16509435,Multiple,A
0.1369863,0.19607843,Multiple,Multiple
0.15,0.16804408,Multiple,Multiple
0.13207547,0.18181819,Multiple,A
0.0625,0.23013699,Multiple,A
0.13207547,0.10074627,Multiple,A
0.06508876,0.18238993,Multiple,Multiple
0.10909091,0.16,Multiple,A
0.15,0.17,Multiple,Multiple
0.15789473,0.17567568,Multiple,Multiple
0.13114753,0.14320388,Multiple,A
0.125,0.20090294,Multiple,A
0.067073174,0.18181819,Multiple,A
0.076271184,0.13636364,Multiple,A
0.15789473,0.14285715,Multiple,A
0.07058824,0.13157895,Multiple,A
0.15384616,0.125,Multiple,A
0.12962963,0.18181819,Multiple,A
0.116504855,0.13877551,Multiple,Multiple
0.13114753,0.18455744,Multiple,A
0.06451613,0.17119566,Multiple,Multiple
0.13207547,0.1845238,Multiple,A
0.13432837,0.17701863,Multiple,Multiple
0.06703911,0.19269103,Multiple,A
0.075,0.20952381,Multiple,A
0.074074075,0.18888889,Multiple,Multiple
0.12871288,0.21842106,Multiple,Multiple
0.12,0.13554217,Multiple,A
0.067073174,0.23444976,Multiple,A
0.06451613,0.13694267,Multiple,A
0.08730159,0.22285715,Multiple,A
0.05,0.1595092,Multiple,A
0.23255815,0.14565827,Multiple,A
0.115384616,0.12658228,Multiple,Multiple
0.13636364,0.14122137,Multiple,A
0.11851852,0.1764706,Multiple,Multiple
0.18867925,0.23011364,Multiple,Multiple
0.12820514,0.16504854,Multiple,Multiple
0.118644066,0.20267686,Multiple,A
0.045801528,0.23095238,Multiple,A
0.06451613,0.1591512,Multiple,A
0.123595506,0.13427562,Multiple,A
0.08219178,0.23020528,Multiple,Multiple
0.21052632,0.195,Multiple,Multiple
0.08,0.1630094,Multiple,A
0.11034483,0.169279,Multiple,Multiple
0.22857143,0.19246861,Multiple,A
0.12820514,0.23715416,Multiple,A
0.067073174,0.17717718,Multiple,A
0.15,0.1761658,Multiple,Multiple
0.25490198,0.19087137,Multiple,A
0.12820514,0.18818381,Multiple,A
0.125,0.12015504,Multiple,Multiple
0.08955224,0.17919075,Multiple,A
0.07619048,0.18546365,Multiple,A
0.06451613,0.17177914,Multiple,A
0.0945946,0.083333336,Multiple,A
0.14634146,0.10526316,Multiple,A
0.14583333,0.13970588,Multiple,A
0.13207547,0.17610063,Multiple,A
0.25490198,0.15697674,Multiple,A
0.2,0.107913665,Multiple,A
0.16216215,0.15800866,Multiple,A
0.067226894,0.15324676,Multiple,A
0.25490198,0.14786968,Multiple,A
0.0875,0.05882353,Multiple,A
0.19512194,0.18965517,Multiple,A
0.140625,0.17759563,Multiple,A
0.06451613,0.15850145,Multiple,Multiple
0.15789473,0.1923077,Multiple,A
0.2777778,0.14871795,Multiple,A
0.064935066,0.2508711,Multiple,Multiple
0.31578946,0.15302491,Multiple,A
0.10810811,0.24719101,Multiple,A
0.33333334,0.1388889,Multiple,A
0.10810811,0.2260274,Multiple,A
0.22916667,0.17408907,Multiple,A
0.10810811,0.24427481,Multiple,A
0.13095239,0.14385965,Multiple,Multiple
0.084745765,0.119791664,Multiple,Multiple
0.0625,0.23880596,Multiple,Multiple
0.03773585,0.23462415,Multiple,A
0.11904762,0.1702454,Multiple,G
0.13157895,0.2244898,Multiple,G
0.11363637,0.16605839,Multiple,A
0.08064516,0.17016807,Multiple,Multiple
0.13157895,0.22727273,Multiple,A
0.07272727,0.18055555,Multiple,A
0.3809524,0.25762713,Multiple,Multiple
0.043956045,0.10714286,Multiple,A
0.029850746,0.1625,Multiple,Multiple
0.3809524,0.30522087,Multiple,S
0.09375,0.12935324,Multiple,Multiple
0.104166664,0.11643836,Multiple,Multiple
0.125,0.10628019,Multiple,G
0.035714287,0.13095239,Multiple,Multiple
0.16129032,0.1969112,Multiple,A
0.125,0.18230563,Multiple,G
0.26086956,0.27222222,Multiple,S
0.12328767,0.2581818,Multiple,G
0.078431375,0.22039473,Multiple,Multiple
0.084745765,0.1253406,Multiple,S
0.12328767,0.16412213,Multiple,G
0.3809524,0.26811594,Multiple,Multiple
0.30769232,0.032967035,Multiple,A
0.11363637,0.1534196,Multiple,Multiple
0.084745765,0.17281106,Multiple,G
0.25,0.1611842,Multiple,A
0.2580645,0.24080268,Multiple,Multiple
0.071428575,0.1557971,Multiple,G
0.062992126,0.1988417,Multiple,A
0.11111111,0.26640928,Multiple,Multiple
0.0625,0.18611111,Multiple,Multiple
0.10638298,0.19214876,Multiple,A
0.2857143,0.23426573,Multiple,G
0.13157895,0.22222222,Multiple,A
0.3809524,0.2803468,Multiple,Multiple
0.1,0.2532751,Multiple,Multiple
0.10909091,0.12903225,Multiple,Multiple
0.061068702,0.1555024,Multiple,A
0.12820514,0.1650165,Multiple,A
0.22727273,0.136,Multiple,A
0.13157895,0.25373134,Multiple,A
0.26086956,0.18518518,Multiple,G
0.25,0.15517241,Multiple,S
0.3809524,0.25,Multiple,Multiple
0.11363637,0.17296223,Multiple,A
0.06790123,0.24595469,Multiple,S
0.0877193,0.1923077,Multiple,Multiple
0.13157895,0.24671917,Multiple,Multiple
0.073529415,0.1661721,Multiple,Multiple
0.3,0.27272728,Multiple,A
0.095744684,0.17948718,Multiple,G
0.09090909,0.11658031,Multiple,S
0.3,0.28608248,Multiple,A
0.25,0.13168724,Multiple,A
0.13157895,0.2356021,Multiple,G
0.22727273,0.093939394,Multiple,A
0.13157895,0.18032786,Multiple,A
0.08571429,0.21542554,Multiple,Multiple
0.05952381,0.1875,Multiple,Multiple
0.08064516,0.14076246,Multiple,Multiple
0.16129032,0.06936416,Multiple,G
0.073529415,0.12610619,Multiple,Multiple
0.13157895,0.23765433,Multiple,Multiple
0.05882353,0.16170213,Multiple,Multiple
0.09090909,0.092150174,Multiple,Multiple
0.094339624,0.13002364,Multiple,A
0.27272728,0.15789473,Multiple,A
0.22727273,0.124010555,Multiple,A
0.07017544,0.13937283,Multiple,Multiple
0.036036037,0.16479401,Multiple,Multiple
0.3809524,0.25405404,Multiple,Multiple
0.12328767,0.28395063,Multiple,Multiple
0.08045977,0.21596244,Multiple,A
0.3809524,0.25270757,Multiple,Multiple
0.12328767,0.19262294,Multiple,A
0.12328767,0.27234042,Multiple,Multiple
0.3809524,0.23507462,Multiple,Multiple
0.26086956,0.2607143,Multiple,S
0.125,0.19292605,Multiple,Multiple
0.0625,0.21276596,Multiple,Multiple
0.13157895,0.12698413,Multiple,A
0.09803922,0.11971831,Multiple,A
0.18518518,0.20920502,Multiple,A
0.1923077,0.09756097,Multiple,S
0.084745765,0.21465969,Multiple,G
0.073529415,0.17272727,Multiple,Multiple
0.04330709,0.17827298,Multiple,Multiple
0.13157895,0.1981132,Multiple,Multiple
0.2857143,0.26640928,Multiple,G
0.065789476,0.18965517,Multiple,Multiple
0.13157895,0.23049645,Multiple,A
0.15151516,0.12173913,Multiple,A
0.053333335,0.21587302,Multiple,A
0.11363637,0.1495327,Multiple,Multiple
0.16666667,0.29218107,Multiple,Multiple
0.11363637,0.24626866,Multiple,Multiple
0.09090909,0.14945056,Multiple,Multiple
0.10638298,0.1948718,Multiple,A
0.08196721,0.21170396,Multiple,Multiple
0.07575758,0.21035598,Multiple,Multiple
0.3809524,0.3156146,Multiple,Multiple
0.26086956,0.1747212,Multiple,Multiple
0.13157895,0.21359223,Multiple,A
0.095744684,0.20261438,Multiple,Multiple
0.073529415,0.23451327,Multiple,Multiple
0.07368421,0.13385826,Multiple,Multiple
0.037558686,0.15342465,Multiple,A
0.13157895,0.17105263,Multiple,A
0.1388889,0.20392157,Multiple,S
0.13157895,0.15771812,Multiple,S
0.064935066,0.091216214,Multiple,S
0.12195122,0.17597765,Multiple,G
0.14705883,0.19954649,Multiple,G
0.051612902,0.18771331,Multiple,Multiple
0.12820514,0.14545454,Multiple,A
0.3809524,0.26666668,Multiple,Multiple
0.125,0.16134185,Multiple,G
0.22727273,0.1661891,Multiple,Multiple
0.16666667,0.20075758,Multiple,G
0.1923077,0.16242662,Multiple,S
0.3809524,0.26223776,Multiple,S
0.07692308,0.15611814,Multiple,G
0.10638298,0.121518984,Multiple,A
0.125,0.10526316,Multiple,Multiple
0.1388889,0.22932331,Multiple,Multiple
0.3809524,0.24489796,Multiple,Multiple
0.10344828,0.16666667,Multiple,A
0.15789473,0.21884498,Multiple,S
0.052083332,0.24184783,Multiple,Multiple
0.053333335,0.21028037,Multiple,A
0.078431375,0.12396694,Multiple,A
0.121212125,0.17142858,Multiple,G
0.07462686,0.15730338,Multiple,Multiple
0.22727273,0.10081744,Multiple,A
0.121212125,0.20610687,Multiple,A
0.08148148,0.17821783,Multiple,Multiple
0.13157895,0.1255814,Multiple,A
0.12820514,0.21359223,Multiple,A
0.09259259,0.15309446,Multiple,S
0.05376344,0.20673077,Multiple,Multiple
0.12328767,0.2462006,Multiple,G
0.08148148,0.09508197,Multiple,S
0.10638298,0.14913958,Multiple,A
0.14705883,0.14408602,Multiple,Multiple
0.10465116,0.19631901,Multiple,G
0.08064516,0.14285715,Multiple,Multiple
0.13157895,0.23134328,Multiple,S
0.094339624,0.19603524,Multiple,Multiple
0.12328767,0.30420712,Multiple,Multiple
0.13157895,0.23333333,Multiple,A
0.09259259,0.27173913,Multiple,Multiple
0.04819277,0.1614035,Multiple,A
0.033333335,0.18226601,Multiple,A
0.027624309,0.20367278,Multiple,Multiple
0.054347824,0.16,Multiple,Multiple
0.13157895,0.25475284,Multiple,G
0.18181819,0.18707483,Multiple,A
0.073529415,0.17061612,Multiple,Multiple
0.08064516,0.13813815,Multiple,Multiple
0.13157895,0.21428572,Multiple,G
0.053333335,0.17590362,Multiple,A
0.10810811,0.19636364,Multiple,A
0.05263158,0.1299435,Multiple,A
0.07920792,0.21527778,Multiple,A
0.16129032,0.21337579,Multiple,A
0.14705883,0.14319809,Multiple,S
0.16216215,0.21856287,Multiple,Multiple
0.1388889,0.1773399,Multiple,Multiple
0.094339624,0.13389121,Multiple,A
0.14705883,0.20952381,Multiple,Multiple
0.114285715,0.16607143,Multiple,Multiple
0.03875969,0.15406163,Multiple,Multiple
0.12195122,0.17391305,Multiple,Multiple
0.07575758,0.14878893,Multiple,Multiple
0.22727273,0.21497585,Multiple,G
0.11363637,0.18540435,Multiple,A
0.071428575,0.17548077,Multiple,A
0.08064516,0.18358532,Multiple,Multiple
0.1923077,0.06746032,Multiple,S
0.13157895,0.23322684,Multiple,G
0.1,0.18909091,Multiple,G
0.06097561,0.16816144,Multiple,G
0.08064516,0.16628702,Multiple,Multiple
0.23529412,0.08928572,Multiple,Multiple
0.045454547,0.13296399,Multiple,A
0.06081081,0.27058825,Multiple,G
0.09210526,0.1910569,Multiple,A
0.1923077,0.18965517,Multiple,S
0.037288137,0.16947116,Multiple,Multiple
0.0625,0.2874618,Multiple,S
0.0625,0.25842696,Multiple,S
0.1923077,0.23053892,Multiple,Multiple
0.14814815,0.21407185,Multiple,Multiple
0.20833333,0.26050422,Multiple,Multiple
0.05357143,0.13576159,Multiple,A
0.082706764,0.25,Multiple,Multiple
0.23809524,0.12719299,Multiple,A
0.07575758,0.17716536,Multiple,A
0.053333335,0.205298,Multiple,A
0.16666667,0.15625,Multiple,G
0.3809524,0.26035503,Multiple,Multiple
0.11904762,0.18695652,Multiple,A
0.14666666,0.17131475,Multiple,Multiple
0.07575758,0.17579909,Multiple,A
0.073529415,0.105932206,Multiple,Multiple
0.13513513,0.2090909,Multiple,Multiple
0.16666667,0.16207951,Multiple,A
0.02955665,0.18035714,Multiple,G
0.073529415,0.10989011,Multiple,Multiple
0.094339624,0.13709678,Multiple,Multiple
0.064935066,0.22222222,Multiple,G
0.12328767,0.3043478,Multiple,G
0.054945055,0.15584415,Multiple,A
0.12328767,0.16450216,Multiple,G
0.073529415,0.10135135,Multiple,Multiple
0.10810811,0.2508834,Multiple,A
0.1388889,0.118320614,Multiple,G
0.08,0.21829855,Multiple,Multiple
0.12280702,0.14851485,Multiple,A
0.13157895,0.21017699,Multiple,G
0.2,0.16113745,Multiple,A
0.15151516,0.175,Multiple,A
0.095744684,0.20521173,Multiple,Multiple
0.064935066,0.22608696,Multiple,G
0.13157895,0.22261484,Multiple,A
0.11904762,0.14551084,Multiple,A
0.25,0.13821138,Multiple,A
0.23809524,0.13169643,Multiple,A
0.04761905,0.22713864,Multiple,A
0.11904762,0.13456464,Multiple,A
0.07913669,0.15602838,Multiple,Multiple
0.13157895,0.2795389,Multiple,G
0.14754099,0.10752688,Multiple,A
0.12328767,0.2680851,Multiple,Multiple
0.08148148,0.13358779,Multiple,Multiple
0.12328767,0.18875502,Multiple,G
0.18518518,0.19710669,Multiple,A
0.09803922,0.18529412,Multiple,A
0.073529415,0.12765957,Multiple,S
0.12328767,0.31690142,Multiple,Multiple
0.22727273,0.23780487,Multiple,A
0.08,0.14220184,A,Multiple
0.2631579,0.08686869,A,A
0.065789476,0.15544042,A,A
0.2777778,0.08945687,A,A
0.065789476,0.1324201,A,A
0.094339624,0.11111111,A,A
0.065789476,0.14893617,A,A
0.056179777,0.119170986,A,Multiple
0.125,0.10526316,A,Multiple
0.037914693,0.09367089,A,A
0.17073171,0.0708502,A,A
0.2,0.1421801,A,A
0.054054055,0.08695652,A,A
0.03846154,0.114583336,A,A
0.13043478,0.07462686,A,Multiple
0.05109489,0.1589404,A,Multiple
0.25,0.09207709,A,A
0.17857143,0.114285715,A,A
0.17073171,0.06418219,A,Multiple
0.4117647,0.13023256,A,A
0.046875,0.08033827,A,A
0.13333334,0.1014151,A,A
0.2,0.12244898,A,A
0.2173913,0.15224913,A,Multiple
0.06153846,0.09064327,A,A
0.16216215,0.125,A,A
0.36842105,0.20833333,A,A
0.2,0.14814815,A,A
0.2173913,0.2113402,A,Multiple
0.17073171,0.06904232,A,A
0.2,0.12307692,A,Multiple
0.25,0.09326425,A,A
0.25,0.11781609,A,A
0.4117647,0.21323529,A,A
0.3,0.072649576,A,A
0.2,0.1633987,A,A
0.2,0.1456693,A,Multiple
0.04379562,0.093959734,A,Multiple
0.11764706,0.06358381,A,A
0.22727273,0.4473684,A,A
0.3,0.08219178,A,A
0.06896552,0.10569106,A,A
0.2173913,0.20918368,A,Multiple
0.065789476,0.23972602,A,A
0.2173913,0.22777778,A,Multiple
0.039106146,0.12903225,A,Multiple
0.2,0.101045296,A,A
0.12244898,0.112299465,A,A
0.24,0.093457945,A,A
0.2,0.123222746,A,A
0.23333333,0.104477614,A,A
0.0397351,0.22421524,A,A
0.17073171,0.06540085,A,Multiple
0.1,0.24390244,A,Multiple
0.17073171,0.11396012,A,Multiple
0.13333334,0.14102565,A,A
0.10169491,0.09796673,A,Multiple
0.2173913,0.186722,A,Multiple
0.2,0.104166664,A,A
0.032863848,0.08741259,A,A
0.2,0.2265625,A,A
0.03846154,0.1553398,A,Multiple
0.16216215,0.11666667,A,A
0.2173913,0.23121387,A,Multiple
0.3,0.07608695,A,Multiple
0.13333334,0.074193545,A,A
0.10526316,0.094444446,A,A
0.0397351,0.11780822,A,A
0.058252428,0.0945946,A,A
0.3,0.08888889,A,A
0.073529415,0.24848485,A,A
0.16666667,0.12820514,A,A
0.19444445,0.104166664,A,A
0.07777778,0.11904762,A,Multiple
0.13333334,0.067391306,A,A
0.065789476,0.16269842,A,Multiple
0.2,0.13537118,A,A
0.115384616,0.11574074,A,Multiple
0.042168673,0.13917525,A,A
0.04761905,0.104477614,A,A
0.039325844,0.09498208,A,Multiple
0.06666667,0.09427609,A,Multiple
0.15151516,0.20100503,A,A
0.0397351,0.1085044,A,A
0.065789476,0.16489361,A,A
0.0625,0.09022556,A,A
0.048543688,0.14285715,A,A
0.25,0.19911504,A,A
0.1764706,0.13157895,A,Multiple
0.11764706,0.10273973,A,A
0.055555556,0.08243728,A,Multiple
0.18421052,0.08058608,A,Multiple
0.09375,0.11557789,A,Multiple
0.17073171,0.072052404,A,A
0.04385965,0.095375724,A,A
0.055555556,0.087272726,A,A
0.078947365,0.12962963,A,A
0.08928572,0.078461535,A,Multiple
0.27272728,0.14478114,A,Multiple
0.054054055,0.088785045,A,A
0.05147059,0.2113402,A,Multiple
0.3888889,0.09701493,A,A
0.09375,0.09417041,A,A
0.0397351,0.17592593,A,A
0.2173913,0.15750916,A,Multiple
0.17948718,0.09823678,A,A
0.09375,0.10354223,A,A
0.10769231,0.11029412,A,Multiple
0.1,0.084337346,A,A
0.06741573,0.08766234,A,A
0.065789476,0.14553991,A,A
0.0862069,0.41860464,A,A
0.26086956,0.13445379,A,A
0.23333333,0.2027972,A,A
0.2,0.123809524,A,A
0.17948718,0.17117117,A,A
0.4117647,0.20567375,A,A
0.31578946,0.081743866,A,A
0.058252428,0.15471698,A,A
0.17948718,0.18518518,A,A
0.0952381,0.18518518,A,A
0.24,0.08023483,A,A
0.14583333,0.061594203,A,A
0.065789476,0.17857143,A,Multiple
0.3,0.14728682,A,A
0.06410257,0.20825852,Multiple,A
0.33333334,0.8645833,Multiple,A
0.064935066,0.15815085,Multiple,A
0.33333334,0.764977,Multiple,A
0.04464286,0.19771864,Multiple,A
0.33333334,0.828125,Multiple,A
0.08510638,0.20618556,Multiple,Multiple
0.07964602,0.20603015,Multiple,Multiple
0.23555556,0.265625,Multiple,A
0.2451613,0.29387754,Multiple,D
0.05940594,0.18360071,Multiple,A
0.13483146,0.36727273,Multiple,A
0.07317073,0.19419643,Multiple,A
0.06097561,0.48301888,Multiple,D
0.06097561,0.4452555,Multiple,Multiple
0.2038835,0.08035714,Multiple,A
0.0990099,0.17391305,Multiple,Multiple
0.18023255,0.13970588,Multiple,Multiple
0.19753087,0.25083613,Multiple,Multiple
0.08045977,0.24277456,Multiple,A
0.08571429,0.3478261,Multiple,D
0.13513513,0.28691274,Multiple,Multiple
0.06097561,0.5,Multiple,Multiple
0.13580246,0.028985508,Multiple,A
0.12568305,0.2464,Multiple,D
0.05940594,0.18214937,Multiple,Multiple
0.077922076,0.27272728,Multiple,A
0.04950495,0.13939394,Multiple,Multiple
0.15568863,0.20297952,Multiple,A
0.13402061,0.25941423,Multiple,A
0.13483146,0.3323782,Multiple,A
0.06097561,0.3764706,Multiple,Multiple
0.2389937,0.20379147,Multiple,A
0.0625,0.17027864,Multiple,A
0.07594936,0.15298508,Multiple,A
0.13483146,0.28985506,Multiple,A
0.13793103,0.10697675,Multiple,Multiple
0.06097561,0.4624506,Multiple,Multiple
0.05940594,0.18725869,Multiple,A
0.18811882,0.21108179,Multiple,Multiple
0.24203822,0.12195122,Multiple,D
0.13483146,0.2755102,Multiple,Multiple
0.06329114,0.37871286,Multiple,A
0.06329114,0.37894738,Multiple,A
0.077922076,0.15830116,Multiple,A
0.13333334,0.12536444,Multiple,A
0.13483146,0.35497835,Multiple,A
0.24203822,0.36725664,Multiple,Multiple
0.122137405,0.16578947,Multiple,Multiple
0.06097561,0.46031746,Multiple,Multiple
0.1,0.1442786,Multiple,D
0.13483146,0.2792793,Multiple,Multiple
0.097826086,0.23140496,Multiple,Multiple
0.08411215,0.16976744,Multiple,A
0.061728396,0.13425925,Multiple,A
0.13333334,0.15938303,Multiple,A
0.11801242,0.2137931,Multiple,Multiple
0.17475729,0.36434108,Multiple,Multiple
0.06097561,0.4092219,Multiple,Multiple
0.06097561,0.39817628,Multiple,D
0.093023255,0.14741036,Multiple,D
0.08571429,0.18558952,Multiple,A
0.06097561,0.46456692,Multiple,Multiple
0.23893805,0.234375,Multiple,A
0.11510792,0.20754717,Multiple,Multiple
0.06097561,0.44715446,Multiple,Multiple
0.06097561,0.43225807,Multiple,Multiple
0.12903225,0.29166666,Multiple,Multiple
0.13483146,0.1505102,Multiple,A
0.14,0.124590166,Multiple,A
0.15384616,0.24586777,Multiple,A
0.112,0.11481482,Multiple,Multiple
0.12149533,0.1631579,Multiple,D
0.13483146,0.26101694,Multiple,A
0.11627907,0.20940171,Multiple,A
0.27058825,0.28706625,Multiple,A
0.077922076,0.12663755,Multiple,D
0.05940594,0.18518518,Multiple,Multiple
0.08571429,0.3669355,Multiple,Multiple
0.12631579,0.27669904,Multiple,Multiple
0.34313726,0.36725664,Multiple,Multiple
0.10169491,0.16544117,Multiple,D
0.13402061,0.20343137,Multiple,A
0.12727273,0.318264,Multiple,Multiple
0.06097561,0.4391144,Multiple,Multiple
0.06097561,0.33650795,Multiple,Multiple
0.13483146,0.18343195,Multiple,A
0.19753087,0.16149068,Multiple,Multiple
0.13475177,0.18113208,Multiple,Multiple
0.17721519,0.17060368,Multiple,A
0.2451613,0.21609196,Multiple,D
0.13483146,0.17741935,Multiple,A
0.12182741,0.21103896,Multiple,Multiple
0.06097561,0.4448276,Multiple,D
0.0625,0.16811594,Multiple,A
0.077922076,0.14503817,Multiple,Multiple
0.06097561,0.5064935,Multiple,Multiple
0.13333334,0.1458886,Multiple,Multiple
0.13402061,0.14425428,Multiple,A
0.06451613,0.1318328,Multiple,Multiple
0.09876543,0.03125,Multiple,Multiple
0.1509434,0.23598132,Multiple,A
0.27058825,0.24256293,Multiple,A
0.13513513,0.17857143,Multiple,A
0.24203822,0.13076924,Multiple,D
0.13333334,0.14095744,Multiple,A
0.07317073,0.35856575,Multiple,A
0.13868614,0.065727696,Multiple,Multiple
0.086021505,0.15584415,Multiple,A
0.13333334,0.18343195,Multiple,A
0.13868614,0.0952381,Multiple,Multiple
0.06097561,0.54310346,Multiple,Multiple
0.13402061,0.19465649,Multiple,A
0.23893805,0.38064516,Multiple,Multiple
