firstSim,secondSim
0.14285715,0.048780486
0.10526316,0.18681319
0.14285715,0.09375
0.125,0.08547009
0.14285715,0.13636364
0.14285715,0.05376344
0.14285715,0.077586204
0.14285715,0.048780486
0.14285715,0.1
0.14285715,0.14285715
0.14285715,0.07692308
0.14285715,0.13533835
0.045454547,0.16233766
0.14285715,0.057692308
0.125,0.057692308
0.14285715,0.1981982
0.23076923,0.30107528
0.14285715,0.13533835
0.14285715,0.20422535
0.14285715,0.12686567
0.14285715,0.05882353
0.14285715,0.048780486
0.14285715,0.06122449
0.14285715,0.20422535
0.14285715,0.12878788
0.14285715,0.12727273
0.13333334,0.136
0.14285715,0.2585034
0.1,0.16233766
0.13333334,0.13004485
0.14285715,0.15359478
0.14285715,0.08139535
0.05882353,0.05376344
0.14285715,0.08490566
0.14285715,0.16233766
0.10526316,0.13392857
0.14285715,0.10752688
0.11111111,0.16666667
0.08695652,0.18131869
0.14285715,0.16993465
0.13333334,0.18867925
0.14285715,0.12435233
0.125,0.07272727
0.14285715,0.16666667
0.13333334,0.18681319
0.14285715,0.16935484
0.14285715,0.057692308
0.14285715,0.0862069
0.14285715,0.1981982
0.14285715,0.0754717
0.14285715,0.08045977
0.14285715,0.045454547
0.10526316,0.04464286
0.08695652,0.08
0.14285715,0.2631579
0.14285715,0.20588236
0.14285715,0.060869563
0.14285715,0.083333336
0.14285715,0.16
0.14285715,0.048780486
0.14285715,0.105882354
0.14285715,0.18571429
0.14285715,0.1396648
0.14285715,0.20588236
0.125,0.12765957
0.13333334,0.15962441
0.14285715,0.18224299
0.14285715,0.05263158
0.14285715,0.23255815
0.10526316,0.26229507
0.45454547,0.15753424
0.14285715,0.16666667
0.14285715,0.1
0.14285715,0.082474224
0.14285715,0.08759124
0.14285715,0.09677419
0.14285715,0.11111111
0.11764706,0.15315315
0.14285715,0.16666667
0.14285715,0.07619048
0.14285715,0.09677419
0.14285715,0.16666667
0.055555556,0.048780486
0.14285715,0.08139535
